participante;nomeParticipante;tipoParticipante;dataHoraInicioOperacao
32474884;COOPERATIVA DE CRÉDITO SUL-LITORÂNEA DO ESPÍRITO SANTO;IDRT;2020-11-03T09:30:00.000Z
32615247;COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA CEPLAC LTDA. - SICOOB COOPEC;IDRT;2020-11-03T09:30:00.000Z
32778350;AME DIGITAL BRASIL LTDA.;IDRT;2020-11-03T09:30:00.000Z
32983165;COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO CERRADO - SICREDI VALE DO CERRADO;IDRT;2020-11-03T09:30:00.000Z
32995755;COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUDOESTE MT/PA - SICREDI SUDOESTE MT/PA;IDRT;2020-11-03T09:30:00.000Z
32997490;CREDITAS SOCIEDADE DE CRÉDITO DIRETO S.A.;DRCT;2020-11-03T09:30:00.000Z
33021064;COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO ARAGUAIA E XINGU - SICREDI ARAXINGU;IDRT;2020-11-03T09:30:00.000Z
33022690;COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NOROESTE DE MATO GROSSO, ACRE E AMAZONAS - SICREDI BIOMAS;IDRT;2020-11-03T09:30:00.000Z
33370115;COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DE FURNAS E DAS DEMAIS EMPRESAS DO SISTEMA ELETROBRÁS LTDA. – SICOOB CECREMEF;IDRT;2020-11-03T09:30:00.000Z
33416108;COOPERATIVA CENTRAL DE CRÉDITO DE GOIÁS LTDA;IDRT;2020-11-03T09:30:00.000Z
33579731;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO-SUL GOIANO LTDA;IDRT;2020-11-03T09:30:00.000Z
33615055;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ANÁPOLIS E REGIÃO LTDA;IDRT;2020-11-03T09:30:00.000Z
33873062;BLU PAY TECNOLOGIA DE DADOS S/A;IDRT;2020-11-03T09:30:00.000Z
33924028;COOPERATIVA DE CRÉDITO CLÁSSICA DOS EMPREGADOS DA VALE S/A E ENTIDADES VINCULADAS LTDA. – SICOOB COOPVALE;IDRT;2020-11-03T09:30:00.000Z
34088029;LISTO SOCIEDADE DE CREDITO DIRETO S.A.;DRCT;2020-11-03T09:30:00.000Z
34148882;COOPERATIVA CENTRAL DE CRÉDITO DA BAHIA LTDA – SICOOB CENTRAL BA;IDRT;2020-11-03T09:30:00.000Z
34335592;ÓTIMO SOCIEDADE DE CRÉDITO DIRETO S.A.;DRCT;2020-11-03T09:30:00.000Z
34878543;NK 061 EMPREENDIMENTOS E PARTICIPACOES S.A.;IDRT;2020-11-03T09:30:00.000Z
35571249;COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI EVOLUÇÃO - SICREDI EVOLUÇÃO;IDRT;2020-11-03T09:30:00.000Z
35624319;MK DIGITAL BANK S.A.;IDRT;2020-11-03T09:30:00.000Z
36586946;BÔNUSCRED SOCIEDADE DE CRÉDITO DIRETO S.A.;DRCT;2020-11-03T09:30:00.000Z
37076205;COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO SERVIDORES PJ, MP, ENSINO SUPERIOR ADVOGADOS PÚBLICOS, DEFENSORES PÚBLICOS E DELEGADOS POLÍCIA FEDERAL NO DISTRITO FEDERAL - SICOOB JUDICIÁRIO;IDRT;2020-11-03T09:30:00.000Z
37079720;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO LTDA. – SICOOB CREDIJUSTRA;IDRT;2020-11-03T09:30:00.000Z
37241230;SUMUP SOCIEDADE DE CRÉDITO DIRETO S.A.;DRCT;2020-11-03T09:30:00.000Z
37255049;SICOOB CREDIGOIÁS COOPERATIVA DE CRÉDITO LTDA.;IDRT;2020-11-03T09:30:00.000Z
37395399;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CENTRO BRASILEIRA LTDA.;IDRT;2020-11-03T09:30:00.000Z
37442605;COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NORTE MATO-GROSSENSE E OESTE PARAENSE – SICREDI GRANDES RIOS MT/PA;IDRT;2020-11-03T09:30:00.000Z
37554441;UNIPRIME SUL MS - COOPERATIVA DE CRÉDITO;IDRT;2020-11-03T09:30:00.000Z
37631058;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PALMEIRAS E REGIÃO LTDA.;IDRT;2020-11-03T09:30:00.000Z
37880206;CORA SOCIEDADE DE CRÉDITO DIRETO S.A.;IDRT;2020-11-03T09:30:00.000Z
38588174;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CONSELHEIRO PENA E REGIÃO LTDA. - SICOOB CREDICOPE;IDRT;2020-11-03T09:30:00.000Z
39231527;UNICRED COSTA DO SOL RJ – COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO LTDA.;IDRT;2020-11-03T09:30:00.000Z
41180092;SICREDI EXPANSÃO – COOPERATIVA DE CRÉDITO;IDRT;2020-11-03T09:30:00.000Z
41255225;COOPERATIVA DE CRÉDITO SICREDI CENTRO PERNAMBUCANA;IDRT;2020-11-03T09:30:00.000Z
41669227;COOPERATIVA DE CRÉDITO DE PRODUTORES RURAIS E DE LIVRE ADMISSÃO DO TRIÂNGULO LTDA SICOOB CREDITRIL;IDRT;2020-11-03T09:30:00.000Z
41697103;COOPERATIVA DE CRÉDITO CREDILIVRE LTDA. - SICOOB CREDILIVRE;IDRT;2020-11-03T09:30:00.000Z
41707258;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SANTO ANTÔNIO DO MONTE LTDA. SICOOB CREDIMONTE;IDRT;2020-11-03T09:30:00.000Z
41753500;COOPERATIVA DE CRÉDITO CARLOS CHAGAS LTDA. - SICOOB CARLOS CHAGAS;IDRT;2020-11-03T09:30:00.000Z
41791005;COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES MUNICIPAIS DE POÇOS DE CALDAS LTDA. - COOPOÇOS;IDRT;2020-11-03T09:30:00.000Z
41805003;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ALTO SÃO FRANCISCO LTDA.;IDRT;2020-11-03T09:30:00.000Z
41931221;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PITANGUI, PAPAGAIOS, MARAVILHAS E REGIÃO LTDA. - SICOOB CREDICOOP;IDRT;2020-11-03T09:30:00.000Z
41931445;COOPERATIVA DE CRÉDITO CREDIFOR LTDA – SICOOB CREDIFOR;IDRT;2020-11-03T09:30:00.000Z
42873828;COOPERATIVA DE CRÉDITO AGROCREDI LTDA. - SICOOB AGROCREDI;IDRT;2020-11-03T09:30:00.000Z
42880617;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE TIROS E MATUTINA LTDA - SICOOB CREDITIROS;IDRT;2020-11-03T09:30:00.000Z
42887133;COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DA REGIÃO SUDESTE DE MINAS GERAIS LTDA. - SICOOB CREDISUCESSO;IDRT;2020-11-03T09:30:00.000Z
42898825;SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E PROFISSIONAIS DA AREA DE SAUDE DO BRASIL LTDA.;IDRT;2020-11-03T09:30:00.000Z
42934794;COOPERATIVA DE CRÉDITO DE PIMENTA LTDA. - SICOOB CREDIPIMENTA;IDRT;2020-11-03T09:30:00.000Z
43180355;PEFISA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;DRCT;2020-11-03T09:30:00.000Z
44469161;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE GUARIBA;IDRT;2020-11-03T09:30:00.000Z
45246410;PLURAL S.A. BANCO MÚLTIPLO;DRCT;2020-11-03T09:30:00.000Z
46642294;COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA EMBRAER E DA BOEING BRASIL COMMERCIAL - COOPEREMB;IDRT;2020-11-03T09:30:00.000Z
47074323;COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA COOP - COOPERATIVA DE CONSUMO E DOS EMPREGADOS DO SUPER MERCADO ZONA SUL S/A;IDRT;2020-11-03T09:30:00.000Z
49389307;COOPERATIVA DE CREDITO COOPLIVRE;IDRT;2020-11-03T09:30:00.000Z
50848910;COOPERATIVA DE CRÉDITO DOS PLANTADORES DE CANA DA REGIÃO DE LENÇÓIS PAULISTA;IDRT;2020-11-03T09:30:00.000Z
51489318;COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MAGISTRADOS DE SÃO PAULO - MAGISCRED;IDRT;2020-11-03T09:30:00.000Z
53236808;COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DE LIVRE ADMISSÃO DE ARARAQUARA E REGIÃO - SICOOB;IDRT;2020-11-03T09:30:00.000Z
53623781;COOPERATIVA DE CRÉDITO COOPCRED;IDRT;2020-11-03T09:30:00.000Z
53923116;COOPERATIVA DE CREDITO - SICOOB CREDICOONAI;IDRT;2020-11-03T09:30:00.000Z
53935029;COOPERATIVA DE CRÉDITO COOCRELIVRE;IDRT;2020-11-03T09:30:00.000Z
54037916;COOPERATIVA DE CREDITO CREDICITRUS;IDRT;2020-11-03T09:30:00.000Z
54190525;COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES MUNICIPAIS DA REGIÃO METROPOLITANA DO VALE DO PARAÍBA E LITORAL NORTE - SICOOB-CRESSEM;IDRT;2020-11-03T09:30:00.000Z
54401286;COOPERATIVA DE CRÉDITO COCRE;IDRT;2020-11-03T09:30:00.000Z
54403563;BANCO ARBI S.A.;DRCT;2020-11-03T09:30:00.000Z
54603022;COOPERATIVA DE CREDITO CECRES - SICOOB CECRES;IDRT;2020-11-03T09:30:00.000Z
57563728;COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS DO GRUPO ECONÔMICO RHODIA - CREDIRHODIA;IDRT;2020-11-03T09:30:00.000Z
57647653;COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DA REGIÃO DAS FLORES, DAS ÁGUAS E DOS VENTOS SP - SICREDI FORÇA DOS VENTOS SP;IDRT;2020-11-03T09:30:00.000Z
58022195;COPERCRED - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS ZILLO LORENZETTI;IDRT;2020-11-03T09:30:00.000Z
58160789;BANCO SAFRA S.A.;DRCT;2020-11-03T09:30:00.000Z
58497702;BANCO SMARTBANK S.A.;DRCT;2020-11-03T09:30:00.000Z
58616418;BANCO FIBRA S.A.;DRCT;2020-11-03T09:30:00.000Z
59285411;BANCO PAN S.A.;DRCT;2020-11-03T09:30:00.000Z
59588111;BANCO VOTORANTIM S.A.;DRCT;2020-11-03T09:30:00.000Z
59869560;COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DA ALTA PAULISTA - SICOOB COCREALPA;IDRT;2020-11-03T09:30:00.000Z
60701190;ITAÚ UNIBANCO S.A.;DRCT;2020-11-03T09:30:00.000Z
60746948;BANCO BRADESCO S.A.;DRCT;2020-11-03T09:30:00.000Z
60779196;CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;IDRT;2020-11-03T09:30:00.000Z
60889128;BANCO SOFISA S.A.;DRCT;2020-11-03T09:30:00.000Z
61024352;BANCO INDUSVAL S.A.;DRCT;2020-11-03T09:30:00.000Z
61033106;BANCO CREFISA S.A.;DRCT;2020-11-03T09:30:00.000Z
61186680;BANCO BMG S.A.;DRCT;2020-11-03T09:30:00.000Z
62109566;CREDISAN COOPERATIVA DE CRÉDITO;DRCT;2020-11-03T09:30:00.000Z
62144175;BANCO PINE S.A.;DRCT;2020-11-03T09:30:00.000Z
62232889;BANCO DAYCOVAL S.A.;DRCT;2020-11-03T09:30:00.000Z
62673470;COOPERATIVA DE CRÉDITO SICOOB COOPMIL;IDRT;2020-11-03T09:30:00.000Z
62931522;CENTRAL DAS COOPERATIVAS DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB CENTRAL CECRESP;IDRT;2020-11-03T09:30:00.000Z
63229629;COOPERATIVA DE CREDITO RURAL ASCOOB SISAL;IDRT;2020-11-03T09:30:00.000Z
63917579;COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;IDRT;2020-11-03T09:30:00.000Z
64237530;COOPERATIVA DE CRÉDITO CREDIUNA LTDA – SICOOB CREDIUNA;IDRT;2020-11-03T09:30:00.000Z
64276058;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NORDESTE DE MINAS GERAIS E SUL DA BAHIA LTDA - SICOOB CREDINORTE;IDRT;2020-11-03T09:30:00.000Z
64480833;COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DE MARTINHO CAMPOS LTDA - SICOOB CREDIMAC;IDRT;2020-11-03T09:30:00.000Z
64739121;SICOOB CRED COPERCANA COOPERATIVA DE CRÉDITO;IDRT;2020-11-03T09:30:00.000Z
65229254;COOPERATIVA DE CRÉDITO COOPACREDI LTDA. – SICOOB COOPACREDI;IDRT;2020-11-03T09:30:00.000Z
65239402;COOPERATIVA DE CRÉDITO UNIÃO DO CENTRO OESTE DE MINAS LTDA. - SICOOB CENTRO UNIÃO;IDRT;2020-11-03T09:30:00.000Z
65560658;COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO SICOOB SANTA;IDRT;2020-11-03T09:30:00.000Z
66259110;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE BAMBUÍ LTDA. - SICOOB CREDIBAM;IDRT;2020-11-03T09:30:00.000Z
66262643;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE POMPÉU LTDA. - SICOOB CREDIPÉU;IDRT;2020-11-03T09:30:00.000Z
66398496;COOPERATIVA DE CRÉDITO DA REGIÃO DE ARAXÁ LTDA. - SICOOB CREDIARA;IDRT;2020-11-03T09:30:00.000Z
66402207;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE SÃO ROQUE DE MINAS LTDA. SICOOB SAROMCREDI;IDRT;2020-11-03T09:30:00.000Z
66463407;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ITAÚNA E REGIÃO LTDA - SICOOB CENTRO-OESTE;IDRT;2020-11-03T09:30:00.000Z
66555665;COOPERATIVA DE CRÉDITO E INVESTIMENTO DOS EMPREGADOS E SERVIDORES DA SECRETARIA ESTADUAL DE LOGÍSTICA E TRANSPORTES E ÓRGÃOS SUBORDINADOS DO ESTADO DE SÃO PAULO - SICOOB COOPTRANSP;IDRT;2020-11-03T09:30:00.000Z
66788142;COOPERATIVA DE CREDITO CREDIMOTA SICOOB CREDIMOTA;IDRT;2020-11-03T09:30:00.000Z
67096909;COOPERATIVA DE CRÉDITO CREDICOCAPEC;IDRT;2020-11-03T09:30:00.000Z
67915868;COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS TRABALHADORES DA CIA. DE PROCESSAMENTO DE DADOS DO ESTADO DE SÃO PAULO - CREDIPRODESP;IDRT;2020-11-03T09:30:00.000Z
67960229;COOPERATIVA DE CRÉDITO CREDIGUAÇU - SICOOB CREDIGUAÇU;IDRT;2020-11-03T09:30:00.000Z
68512748;COOPERATIVA DE CRÉDITO CREDIESMERALDAS LTDA. – SICOOB CREDIESMERALDAS;IDRT;2020-11-03T09:30:00.000Z
68900810;BANCO RENDIMENTO S.A.;DRCT;2020-11-03T09:30:00.000Z
68969625;COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS CONTROLADAS E COLIGADAS DA USINA SANTA ADELIA - USAGRO;IDRT;2020-11-03T09:30:00.000Z
69346856;COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE DA REGIÃO DA ALTA MOGIANA - SICOOB CREDIMOGIANA;IDRT;2020-11-03T09:30:00.000Z
70038237;COOPERATIVA DE CRÉDITO - SICREDI RIO GRANDE DO NORTE;IDRT;2020-11-03T09:30:00.000Z
70116611;CENTRAL DAS COOPERATIVAS DE CRÉDITO DO NORDESTE - SICOOB CENTRAL NE;IDRT;2020-11-03T09:30:00.000Z
70241658;COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SICREDI RECIFE - SICREDI RECIFE;IDRT;2020-11-03T09:30:00.000Z
70431630;COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO UNIVALES – SICREDI UNIVALES MT/RO;IDRT;2020-11-03T09:30:00.000Z
70937271;COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DA ÁREA DA SAÚDE E DE LIVRE ADMISSÃO LTDA - UNICRED ALIANÇA;IDRT;2020-11-03T09:30:00.000Z
71009237;COOPERATIVA DE CRÉDITO DE GUAPÉ LTDA - SICOOB CREDIGUAPÉ;IDRT;2020-11-03T09:30:00.000Z
71027866;BANCO BS2 S.A.;DRCT;2020-11-03T09:30:00.000Z
71069587;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE DORES DO INDAIÁ LTDA. - SICOOB CREDINDAIÁ;IDRT;2020-11-03T09:30:00.000Z
71146450;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CAMPOS GERAIS E CAMPO DO MEIO LTDA - SICOOB CREDCAM;IDRT;2020-11-03T09:30:00.000Z
71154256;COOPERATIVA DE CRÉDITO SACRAMENTO LTDA - SICOOB SACRAMENTO;IDRT;2020-11-03T09:30:00.000Z
71154876;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO NOROESTE DE MINAS GERAIS LTDA. SICOOB CREDIPINHO;IDRT;2020-11-03T09:30:00.000Z
71163315;COOPERATIVA DE CRÉDITO MÚTUO DOS PROFISSIONAIS DE NÍVEL SUPERIOR DA SAÚDE, ARQUITETOS E URBANISTAS DE SETE LAGOAS E REGIÃO LTDA - UNICRED SETE LAGOAS;IDRT;2020-11-03T09:30:00.000Z
71207740;COOPERATIVA DE CRÉDITO RURAL DE IRAÍ DE MINAS LTDA -SICOOB CREDIMIL;IDRT;2020-11-03T09:30:00.000Z
71230338;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ARCOS LTDA. - SICOOB ARCOMCREDI;IDRT;2020-11-03T09:30:00.000Z
71237184;COOPERATIVA DE CRÉDITO CREDIBELO LTDA. - SICOOB CREDIBELO;IDRT;2020-11-03T09:30:00.000Z
71238232;COOPERATIVA DE CRÉDITO DO CENTRO SUL MINEIRO LTDA. - SICOOB CENTRO SUL MINEIRO;IDRT;2020-11-03T09:30:00.000Z
71243034;COOPERATIVA DE CRÉDITO CREDIJEQUITINHONHA LTDA. – SICOOB CREDIJEQUITINHONHA;IDRT;2020-11-03T09:30:00.000Z
71261184;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DO CAPARAÓ LTDA. - SICOOB SAÚDE;IDRT;2020-11-03T09:30:00.000Z
71297899;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO OESTE MINEIRO LTDA. - SICOOB CREDICOPA;IDRT;2020-11-03T09:30:00.000Z
71328769;SICOOB COCRED COOPERATIVA DE CRÉDITO;IDRT;2020-11-03T09:30:00.000Z
71336432;COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS FEDERAIS DO MUNICÍPIO DE UBERABA E SUAS FUNDAÇÕES - SICOOB - CREDIMED LTDA.;IDRT;2020-11-03T09:30:00.000Z
71378426;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ARAXÁ LTDA - SICOOB COOCREZ;IDRT;2020-11-03T09:30:00.000Z
71392047;COOPERATIVA DE CRÉDITO MONTECREDI LTDA. – SICOOB MONTECREDI;IDRT;2020-11-03T09:30:00.000Z
71418784;COOPERATIVA DE CRÉDITO DOS MÉDICOS, TÉCNICOS E DEMAIS PROFISSIONAIS DA SAÚDE DO SUL DE MINAS LTDA., UNICRED SUL DE MINAS;IDRT;2020-11-03T09:30:00.000Z
71419600;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE FRUTAL LTDA. SICOOB FRUTAL;IDRT;2020-11-03T09:30:00.000Z
71432926;COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DE SAÚDE DO TRIÂNGULO MINEIRO E SUL DE MINAS LTDA.;IDRT;2020-11-03T09:30:00.000Z
71437123;COOPERATIVA DE CRÉDITO RURAL DE ALTEROSA LTDA - SICOOB COOPEROSA;IDRT;2020-11-03T09:30:00.000Z
71441406;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE PEDRO LEOPOLDO LTDA - SICOOB CREDIPEL;IDRT;2020-11-03T09:30:00.000Z
71479653;COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA ÁREA DE SAÚDE DE NÍVEL SUPERIOR DE JUIZ DE FORA LTDA. - UNICRED JUIZ DE FORA;IDRT;2020-11-03T09:30:00.000Z
71506513;COOPERATIVA DE CREDITO DE ITAPAGIPE LTDA - SICOOB ITAPAGIPE;IDRT;2020-11-03T09:30:00.000Z
71698674;SICOOB UNIMAIS MANTIQUEIRA - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO;IDRT;2020-11-03T09:30:00.000Z
71884498;COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E DEMAIS PROFISSIONAIS DA AREA DE SAUDE DO ESTADO DE SAO PAULO LTDA UNICRED DO ESTADO DE SAO PAULO;IDRT;2020-11-03T09:30:00.000Z
72128440;COOPERATIVA DE CREDITO, POUPANCA E INVESTIMENTO DO RIO DE JANEIRO - SICREDI RIO RJ;IDRT;2020-11-03T09:30:00.000Z
72257793;SICREDI CEARÁ CENTRO NORTE - COOPERATIVA DE CRÉDITO DA REGIÃO CENTRO NORTE DO CEARÁ;IDRT;2020-11-03T09:30:00.000Z
73085573;COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO - SICOOB UNIMAIS;IDRT;2020-11-03T09:30:00.000Z
73092827;COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES DO MINISTERIO DA EDUCAÇÃO EM SÃO PAULO - COOPEMESP;IDRT;2020-11-03T09:30:00.000Z
73113243;COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE ARARAQUARA E REGIÃO - SICREDI CENTRO NORTE SP;IDRT;2020-11-03T09:30:00.000Z
73254757;COOPERATIVA DE CREDITO E ECONOMIA COM INTERAÇÃO SOLIDARIA DE QUILOMBO - CRESOL QUILOMBO;IDRT;2020-11-03T09:30:00.000Z
73326449;COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, DEMAIS PROFISSIONAIS DA SAÚDE E EMPRESÁRIOS DE CRUZ ALTA LTDA - SICOOB CRUZ ALTA;IDRT;2020-11-03T09:30:00.000Z
73398646;SOCIEDADE COOPERATIVA DE CRÉDITO COOPERE LTDA. - SICOOB COOPERE;IDRT;2020-11-03T09:30:00.000Z
73422792;COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE RUBIATABA E REGIAO LTDA;IDRT;2020-11-03T09:30:00.000Z
73647935;UNIPRIME CENTRO-OESTE DO BRASIL - COOPERATIVA DE CRÉDITO;IDRT;2020-11-03T09:30:00.000Z
73750424;COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED INTEGRAÇÃO LTDA.;IDRT;2020-11-03T09:30:00.000Z
74026998;COOPERATIVA DE CRÉDITO SICOOB COOPERBOM LTDA;IDRT;2020-11-03T09:30:00.000Z
74064502;COOPERATIVA DE CRÉDITO UNICRED VALOR CAPITAL LTDA – UNICRED VALOR CAPITAL;IDRT;2020-11-03T09:30:00.000Z
74114042;COOPERATIVA DE CRÉDITO UNICRED UNIÃO LTDA - UNICRED UNIÃO;IDRT;2020-11-03T09:30:00.000Z
74220948;UNIPRIME PAULISTA-COOPERATIVA DE CRÉDITO;IDRT;2020-11-03T09:30:00.000Z
76059997;COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PROGRESSO - SICREDI PROGRESSO PR/SP;IDRT;2020-11-03T09:30:00.000Z
76461557;COOPERATIVA DE CRÉDITO RURAL COOPAVEL;DRCT;2020-11-03T09:30:00.000Z
77984870;COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO TERRA DOS PINHEIRAIS DO PARANÁ E NOROESTE PAULISTA - SICREDI PLANALTO DAS ÁGUAS PR/SP;IDRT;2020-11-03T09:30:00.000Z
78414067;COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VANGUARDA DA REGIÃO DAS CATARATAS DO IGUAÇU E VALE DO PARAÍBA - SICREDI VANGUARDA PR/SP/RJ;IDRT;2020-11-03T09:30:00.000Z
78483310;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ITAPIRANGA - SICOOB CREDITAPIRANGA SC/RS;IDRT;2020-11-03T09:30:00.000Z
78626983;BANCO VR S.A.;DRCT;2020-11-03T09:30:00.000Z
78632767;BANCO OURINVEST S.A.;DRCT;2020-11-03T09:30:00.000Z
78825023;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OESTE CATARINENSE;IDRT;2020-11-03T09:30:00.000Z
78825270;COOPERATIVA DE CRÉDITO MAXI ALFA DE LIVRE ADMISSÃO DE ASSOCIADOS - SICOOB MAXICRÉDITO;IDRT;2020-11-03T09:30:00.000Z
78834975;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO CANOINHAS - SICOOB CREDICANOINHAS/SC;IDRT;2020-11-03T09:30:00.000Z
78840071;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO ALTO URUGUAI CATARINENSE – SICOOB CREDIAUC;IDRT;2020-11-03T09:30:00.000Z
78858107;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS AURIVERDE SICOOB CREDIAL/SC;IDRT;2020-11-03T09:30:00.000Z
78862083;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS CAMPOS NOVOS - SICOOB CAMPOS NOVOS;IDRT;2020-11-03T09:30:00.000Z
78865995;COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO RIO DO PEIXE - SICOOB CREDIRIO SC;IDRT;2020-11-03T09:30:00.000Z
78907607;COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CENTRO SUL - SICREDI CENTRO SUL PR/SC/RJ;IDRT;2020-11-03T09:30:00.000Z
79052122;COOPERATIVA DE CREDITO, POUPANÇA E INVESTIMENTO ALIANÇA - SICREDI ALIANÇA PR/SP;IDRT;2020-11-03T09:30:00.000Z
79063574;COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NORTE DO PARANÁ E SUL DE SÃO PAULO - SICREDI NORTE SUL PR/SP;IDRT;2020-11-03T09:30:00.000Z
79086997;COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PARANAPANEMA PR/SP - SICREDI PARANAPANEMA PR/SP;IDRT;2020-11-03T09:30:00.000Z
